job_title,normalized_title,esco_occupation,company,country,city,remote_type,experience_level,source,salary_min,salary_max,salary_avg,currency,posted_date,job_description,description_truncated,original_skills_list,completed_skills_list,llm_validated_skills_list,llm_removed_skills_list,recommended_skills_list,recommended_skills,skill_inference_method,recommended_skill_source,llm_status,llm_keep_rate,has_recommended_skills,n_recommended_skills,n_original_skills,posted_month,has_salary,has_original_skills,remote_type_clean,experience_level_clean
"Forward Deployed Engineer, Applied AI",AI Engineer,artificial intelligence engineer,Anthropic,Germany,München,Unspecified,Mid-level,Adzuna,221000.0,238000.0,229500.0,USD,2026-02-19,"About Anthropic Anthropic’s mission is to create reliable, interpretable, and steerable AI systems. We want AI to be safe and beneficial for our users and for society as a whole. Our team is a quickly growing group of committed researchers, engineers, policy experts, and business leaders working together to build beneficial AI systems. As a member of the Applied AI team at Anthropic, you will be a Forward Deployed Engineer (FDE) who embeds directly with our most strategic customers to drive tra…",True,[],"['computer vision', 'nlp', 'python', 'rag', 'azure']","['nlp', 'python', 'azure']","['computer vision', 'rag']","['nlp', 'python', 'azure']","nlp, python, azure",knn_inference,llm_validated_with_rescue,ok,0.6,True,3,0,2026-02,True,False,Unspecified,Mid-level
Participate in Video Research Project/€23 for 45 Minutes/Support Cybersecurity Innovation,Other,Other,Your Personal AI,Germany,Deutschland,Unspecified,Mid-level,Adzuna,56000.0,56000.0,56000.0,USD,2026-02-20,Join an international research initiative focused on developing protective technology against digital manipulation and synthetic media threats. We need diverse participants for conversational video sessions that advance AI security capabilities. Research Impact: Your contributions enable the development of systems that: Identify doctored videos and images Prevent identity fraud Combat misinformation campaigns Secure digital communications Session Information: ► Format: Structured video conversa…,True,[],[],[],[],[],,out_of_scope,section9_not_llm_validated,not_validated,,False,0,0,2026-02,True,False,Unspecified,Mid-level
"ML Engineer, Forward Deployed",Machine Learning Engineer,artificial intelligence engineer,Prior Labs,Germany,Bernau bei Berlin,Unspecified,Mid-level,Adzuna,76000.0,119000.0,97500.0,USD,2026-02-02,"Who we are Prior Labs is building foundation models that understand tabular data, the backbone of science and business. Foundation models have transformed text and images, but structured data has remained largely untouched. We’re tackling this $600B opportunity to fundamentally change how organizations work with scientific, medical, financial, and business data. Momentum: We’re the world-leading organization in structured data ML. Our TabPFN v2 model was published in Nature and set a new state-…",True,[],"['computer vision', 'nlp', 'pytorch', 'transformers']","['pytorch', 'transformers']","['computer vision', 'nlp']","['pytorch', 'transformers', 'computer vision']","pytorch, transformers, computer vision",knn_inference,llm_validated_with_rescue,ok,0.5,True,3,0,2026-02,True,False,Unspecified,Mid-level
IT Specialist (Artificial Intelligence),Data Scientist,data scientist,U.S. Secret Service,United States,"Washington, District of Columbia",Unspecified,Mid-level,USAJobs,144000.0,187000.0,165500.0,USD,,"To be considered qualified for this position you must meet the following qualification requirements for the respective grade level in which you are applying. Applicants must demonstrate that they meet the Basic Requirements AND Minimum Qualification requirements as listed below: BASIC REQUIREMENTS: Possess information technology related experience demonstrating each of the four required competencies A. Attention to Detail: Ensuring IT programs are in compliance with cybersecurity policies and/or standards B. Customer Service: Interpreting IT security guidelines or policies to meet customer needs C. Oral Communication: Communicating organizational security policies and procedures to stakeholders D. Problem Solving: Providing solutions to cybersecurity issues to meet short and long-term goals. IN ADDITION TO MEETING THE BASIC REQUIREMENTS ABOVE, YOU MUST ALSO MEET THE FOLLOWING MINIMUM QUALIFICATIONS: You qualify for the GS-14 level (starting salary$143,913.00) if you possess one year of specialized experience equivalent to the GS-13 level performing duties such as: Directing major Artificial Intelligence (AI) initiatives. Developing and monitoring AI models and solutions. Evaluating system architecture, algorithms, and data flows to detect security and operational risks. And Collaborating with cross-functional teams both internal and external to the agency to define requirements and implement AI-driven projects. The qualification requirements listed above must be met by the closing date of this announcement. Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community; student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience. The Office of Personnel Management (OPM) must authorize employment offers made to current or former political appointees. If you are currently, or have been within the last 5 years, a political Schedule A, Schedule C, Non-career SES or Presidential Appointee employee in the Executive Branch, you must disclose this information to the Human Resources Office.",False,[],"['azure', 'python', 'r', 'computer vision', 'nlp', 'rag']","['azure', 'python', 'r', 'computer vision']","['nlp', 'rag']","['azure', 'python', 'r', 'computer vision']","azure, python, r, computer vision",knn_inference,llm_validated_with_rescue,ok,0.6666666666666666,True,4,0,,True,False,Unspecified,Mid-level
IT Specialist (Artificial Intelligence),Data Scientist,data scientist,Department of the Treasury - Agency Wide,United States,Location Negotiable After Selection,Unspecified,Senior,USAJobs,90000.0,197000.0,143500.0,USD,,"PLEASE NOTE: This is an open continuous announcement and will remain open for 94 days, with cut-offs every Monday (see below). The FINAL cut-off will be the CLOSING date of the announcement (04/20/2026). Applicants do not need to reapply for each cut-off, however, you may make changes to your application at any time during the open period. 01/19/2026 01/26/2026 02/02/2026 02/09/2026 02/16/2026 02/23/2026 03/02/2026 03/09/2026 03/16/2026 03/23/2026 03/30/2026 04/06/2026 04/16/2026 04/20/2026 ------------------------------------------------------------------------------------------------------------------------------------------------- You must meet the following requirements by the closing date of this announcement. SELECTIVE FACTOR: You must be able to implement AI solutions in production or test environments to be qualified for this position. SPECIALIZED EXPERIENCE: For the GS-15 or equivalent, you must have one year of specialized experience at a level of difficulty and responsibility equivalent to the GS-14 grade level, or equivalent, in the Federal service. Specialized experience for this position includes ALL of the following: - Directing collaborative projects; AND - Leading enterprise cloud-native modernization efforts; AND - Advising high-ranking officials on artificial intelligence, cloud, and data initiatives, influencing Department-wide adoption. --------------------------------------------------------------------------------------------------------------------------------------------------- For the GS-14 or equivalent, you must have one year of specialized experience at a level of difficulty and responsibility equivalent to the GS-13 grade level, or equivalent, in the Federal service. Specialized experience for this position includes ALL of the following: - Collaborating with Senior Executives to ensure alignment of emerging technology adoption with Administration priorities; AND - Conducting cybersecurity risk assessments for artificial intelligence -enabled systems. ----------------------------------------------------------------------------------------------------------------------------------------------------- For the GS-13 or equivalent, you must have one year of specialized experience at a level of difficulty and responsibility equivalent to the GS-12 grade level, or equivalent, in the Federal service. Specialized experience for this position includes ALL of the following: - Appling cybersecurity practices in artificial intelligence or cloud environments; AND - Participating in Agile development teams, contributing to sprint planning or execution. --------------------------------------------------------------------------------------------------------------------------------------------------------- For the GS-12 or equivalent, you must have one year of specialized experience at a level of difficulty and responsibility equivalent to the GS-11 grade level, or equivalent, in the Federal service. Specialized experience for this position includes the following: - Assisting in designing, developing, testing, or deploying artificial intelligence models and prototypes. The experience may have been gained in either the public, private sector or volunteer service. One year of experience refers to full-time work; part-time work is considered on a prorated basis. To ensure full credit for your work experience, please indicate dates of employment by month/day/year, and indicate number of hours worked per week on your resumé. In addition to specialized experience, individuals must have IT-related experience demonstrating each of the four competencies listed below. Attention to Detail: Is thorough when performing work and conscientious about attending to detail. Customer Service: Works with clients and customers (that is, any individuals who use or receive the services or products that your work unit produces, including the general public, individuals who work in the agency, other agencies, or organizations outside the Government) to assess their needs, provide information or assistance, resolve their problems, or satisfy their expectations; knows about available products and services; is committed to providing quality products and services. Oral Communication: Expresses information (for example, ideas or facts) to individuals or groups effectively, taking into account the audience and nature of the information (for example, technical, sensitive, controversial); makes clear and convincing oral presentations; listens to others, attends to nonverbal cues, and responds appropriately. Problem Solving: Identifies problems; determines accuracy and relevance of information; uses sound judgment to generate and evaluate alternatives, and to make recommendations. SUPPLEMENTARY INFORMATION REQUIRED Please be sure the following tasks are answered and uploaded to the document section of your application: Write a 10-page analysis of metaphors in The Great Gatsby, including citations. Convert the analysis into a concise 200-word executive summary. Translate BOTH the full essay AND summary into Spanish and Mandarin. If you are a displaced or surplus Federal employee (eligible for the Career Transition Assistance Plan (CTAP)/Interagency Career Transition Assistance Plan (ICTAP)) you must meet the following ""well qualified"" definition listed below and any education requirement to receive special selection priority. GS-15 or equivalent: To be found well qualified at this grade level, the applicant must demonstrate documented duties and responsibilities that include all of the following: -Leading the development and execution of enterprise-wide engineering strategies for AI enabled systems, including computer hardware/software integration, and cloud-native architectures; AND -Ensuring organizational compliance with applicable policies, regulations, and technical standards; AND -Shaping national and international policy related to AI, computer engineering, and digital innovation. GS-14 or equivalent: To be found well qualified at this grade level, the applicant must demonstrate documented duties and responsibilities that include all of the following: -Developing enterprise-level data strategies, technical standards, reference architectures, and policies to enable scalable, secure, and responsible AI adoption; AND -Influencing organization-wide implementation and adoption of emerging technologies. GS-13 or equivalent: To be found well qualified at this grade level, the applicant must demonstrate documented duties and responsibilities that include all of the following: -Designing and integrating secure cloud-native architectures across multiple projects; AND -Collaborating regularly with senior leadership to ensure alignment of emerging technology initiatives with organizational goals. GS-12 or equivalent: To be found well qualified at this grade level, the applicant must demonstrate documented duties and responsibilities that include all of the following: -Designing developing, testing, and deploying AI/ML models and prototypes to support mission needs.",False,[],[],[],[],[],,low_similarity_no_inference,section9_not_llm_validated,not_validated,,False,0,0,,True,False,Unspecified,Senior
Supervisory IT Specialist (Artificial Intelligence),AI Engineer,artificial intelligence engineer,U.S. Secret Service,United States,"Washington, District of Columbia",Unspecified,Mid-level,USAJobs,169000.0,197000.0,183000.0,USD,,"To be considered qualified for this position you must meet the following qualification requirements for the respective grade level in which you are applying. Applicants must demonstrate that they meet the Basic Requirements AND Minimum Qualification requirements as listed below: BASIC REQUIREMENTS: Possess information technology related experience demonstrating each of the four required competencies A. Attention to Detail: Ensuring IT programs are in compliance with cybersecurity policies and/or standards B. Customer Service: Interpreting IT security guidelines or policies to meet customer needs C. Oral Communication: Communicating organizational security policies and procedures to stakeholders D. Problem Solving: Providing solutions to cybersecurity issues to meet short and long-term goals. IN ADDITION TO MEETING THE BASIC REQUIREMENTS ABOVE, YOU MUST ALSO MEET THE FOLLOWING MINIMUM QUALIFICATIONS: You qualify for the GS-15 level (starting salary$169,279.00) if you possess one year of specialized experience equivalent to the GS-14 level performing duties such as: Overseeing Artificial Intelligence (AI) all aspects of project management. Implementing AI projects, including delivery of advanced machine learning (ML) models algorithms. and Leading and coordinating work for subordinates including overseeing the planning, execution and delivery of AI initiatives. The qualification requirements listed above must be met by the closing date of this announcement. Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community; student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience. The Office of Personnel Management (OPM) must authorize employment offers made to current or former political appointees. If you are currently, or have been within the last 5 years, a political Schedule A, Schedule C, Non-career SES or Presidential Appointee employee in the Executive Branch, you must disclose this information to the Human Resources Office.",False,[],"['rag', 'python']",['python'],['rag'],['python'],python,knn_inference,llm_validated_with_rescue,ok,0.5,True,1,0,,True,False,Unspecified,Mid-level
Chief Artificial Intelligence Officer,AI Engineer,artificial intelligence engineer,Patent and Trademark Office,United States,"Alexandria, Virginia",Unspecified,Senior,USAJobs,198000.0,220000.0,209000.0,USD,,"Candidates should be committed to improving the efficiency of the Federal government, passionate about the ideals of our American republic, and committed to upholding the rule of law and the United States Constitution. Candidates will not be hired based on their race, sex, color, religion, or national origin. To meet the minimum qualification requirements for this position, you must show that you possess the Executive Core Qualifications (ECQ) and Professional Technical Qualifications (PTQs) related to this position within your resume - NOT TO EXCEED 2 PAGES. Resumes over the 2-page limit, will not be reviewed beyond page 2 or may be disqualified. Your resume should include examples of experience, education, and accomplishments applicable to the qualification(s). If your resume does not reflect demonstrated evidence of these qualifications, you may not receive consideration for the position. There is NO requirement to prepare a narrative statement specifically addressing the Executive Core Qualifications (ECQs) or the Professional Technical Qualifications (PTQs). PROFESSIONAL TECHNICAL QUALIFICATIONS (TQs): Your resume should demonstrate accomplishments that would satisfy the technical qualifications. PTQ 1: Demonstrated hands-on experience and expert knowledge of how decision intelligence, agentic AI, and other AI practices/approaches/application areas can transform decision making and work practices. Articulate AI's transformative impact on current and future business objectives and deliver measurable value to drive innovation. PTQ 2: Demonstrated leadership ability and expert knowledge orchestrating AI across large, multifunctional technical organization, leading complex, multidisciplinary talent teams which includes a blended workforce consisting of employees and contractors/vendors in new endeavors and delivering solutions. EXECUTIVE CORE QUALIFICATIONS (ECQs): In addition to the Professional Technical Qualification Requirements listed above, all new entrants into the Senior Executive Service (SES) under a career appointment will be assessed for executive competency against the following five mandatory ECQs. If your 2-page resume does not reflect demonstrated evidence of the ECQs and PTQs, you may not receive further consideration for the position. There are five ECQs: ECQ 1: Commitment to the Rule of Law and the Principles of the American Founding - This core qualification requires a demonstrated knowledge of the American system of government, commitment to uphold the Constitution and the rule of law, and commitment to serve the American people. ECQ 2: Driving Efficiency - This core qualification involves the demonstrated ability to strategically and efficiently manage resources, budget effectively, cut wasteful spending, and pursue efficiency through process and technological upgrades. ECQ 3: Merit and Competence - This core qualification involves the demonstrated knowledge, ability and technical competence to effectively and reliably produce work that is of exceptional quality. ECQ 4: Leading People - This core qualification involves the demonstrated ability to lead and inspire a group toward meeting the organization's vision, mission, and goals, and to drive a high-performance, high-accountability culture. This includes, when necessary, the ability to lead people through change and to hold individuals accountable. ECQ 5: Achieving Results - This core qualification involves the demonstrated ability to achieve both individual and organizational results, and to align results to stated goals from superiors. Note: If you are a member of the SES or have been certified through successful participation in an OPM approved SES Candidate Development Program (SESCDP), or have SES reinstatement eligibility, you do not need to respond to the ECQs. Instead, you should attach proof (e.g., SF-50, Certification by OPM's SES Qualifications Review Board (QRB)) of your eligibility for noncompetitive appointment to the SES.",False,[],"['python', 'computer vision', 'nlp']","['python', 'computer vision', 'nlp']",[],"['python', 'computer vision', 'nlp']","python, computer vision, nlp",knn_inference,llm_validated_with_rescue,ok,1.0,True,3,0,,True,False,Unspecified,Senior
"ASSISTANT/ASSOCIATE/FULL PROFESSOR (CYBER, ARTIFICIAL INTELLIGENCE, DISRUPTIVE TECHNOLOGY)",AI Engineer,artificial intelligence engineer,Defense Security Cooperation Agency,United States,"Honolulu, Hawaii",Unspecified,Junior,USAJobs,111000.0,196000.0,153500.0,USD,,"Daniel K. Inouye Asia-Pacific Center for Security Studies (DKI APCSS) seeks an Assistant, Associate, or Full Professor to educate, connect, and empower security practitioners from the Indo-Pacific region. Applicants should have expertise in national security and specialize in either Cyber Security, Artificial Intelligence, and or Disruptive Technology. This role involves developing and offering presentations, facilitating discussions, leading and supporting a variety of engagements, and mentoring security practitioners and government officials in ways that build capacity, strengthen connections, and increase mutual understanding in support of a free and prosperous Indo-Pacific. Essential Selection Criteria Advanced degree (doctorate preferred) in a relevant field Demonstrated ability to conduct research, analyze contemporary issues, write and publish scholarly papers and articles, and disseminate findings to stakeholders. Understanding of educational program goals and evaluation tools necessary to develop course syllabi, curriculum, and instructional materials. Act as a Subject Matter Expert (SME) for special projects and programs, synthesizing research across security domains to inform high-impact lectures and seminars. Proficiency in personal computing and ability to integrate technology into teaching. Ability to adapt while managing intricate tasks, identifying strategic needs, and executing educational and research initiatives. Experience in teaching adults using appropriate educational and facilitation methods. Proven ability to function as an effective, collegial, team-centric, and collaborative team member. Demonstrated alignment with the DKI APCSS vision and mission. Desired Selection Criteria Experience building networks and fostering collaboration among diverse groups including government officials, and personnel from the defense and security sectors. Knowledge of national security policy, national strategy, and regional security and defense dynamics within the Indo-Pacific. Knowledge of emerging security challenges throughout the Indo-Pacific and the ability to align them with strategic educational outcomes Familiarity with key professional organizations and publications that influence security studies, enhancing the ability to shape scholarly discourse. Experience fostering partnerships and understanding between diverse actors in the Indo-Pacific region in multinational settings at the operational, strategic, or policy level. Additional qualification information can be found from the following Office of Personnel Management website: General Education and Training Series 1701 (opm.gov) Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., professional, philanthropic, religious, spiritual, community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment.",False,[],['nlp'],['nlp'],[],['nlp'],nlp,knn_inference,llm_validated_with_rescue,ok,1.0,True,1,0,,True,False,Unspecified,Junior
Technical Advisor for AI and Data Science,Data Scientist,data scientist,Department of the Air Force - Agency Wide,United States,Multiple Locations,Unspecified,Senior,USAJobs,161000.0,210000.0,185500.0,USD,,"The mission of the United States Air Force is: To fly, fight, and win...airpower anytime, anywhere. To achieve that mission, the Air Force has a vision of Global Vigilance, Global Reach and Global Power. That vision orbits around three core competencies: Developing Airmen and Guardians, Technology-to-Warfighting and Integrating Operations. Core competencies and distinctive capabilities are based on a shared commitment to three core values -- integrity first, service before self, and excellence in all we do. LOCATION: Assignment location can be any Air Force Test Center site which includes the following (not exhaustive): Moffet Field, CA; Hanscom AFB, MA; White Oak, MD; Arnold AFB, TN; Edwards AFB, CA; Eglin AFB, FL; Hill AFB, UT; Holloman AFB, NM; Joint Base San Antonio Lackland, TX; Nellis AFB, NV; Robins AFB, GA, Wright-Patterson AFB, OH SALARY: - $161,128.00 - $209,600.00 per annum. Recruitment/Relocation Bonus and Moving Expenses may be authorized. This is a Senior Level (SL) Competitive Service position and is assigned a precedence priority code of DV-6 (equivalent to a Brigadier General) for protocol purposes. AREA OF CONSIDERATION: Applications will be accepted from current and former, career or career-conditional, permanent competitive service employees and Veterans Employment Opportunity Act (VEOA) eligibles. Consideration will be extended without discrimination for any non-merit reason such as race, color, religion, gender, national origin, political affiliation, marital status, age, membership or non-membership in any employee organization, or disability. QUALIFICATIONS: Eligibility will be based upon a clear showing the applicant has training, education and experience of the scope and quality sufficient to effectively carry-out the duties of the position. Candidates must exemplify the corporate perspective, leadership vision, broad experience and character needed in the Civilian Senior Executive Service corps not only to satisfy the immediate vacancy, but future vacancies which will occur in a variety of organizations, functions and locations. MANDATORY TECHNICAL QUALIFICATIONS: Applicants must reflect superior technical qualifications demonstrated through leadership and management and must demonstrate the TQs in the 2-page resume or you will be found ineligible. 1. Expert knowledge on applied artificial intelligence/machine learning as well as data science and their integration and application into systems development, fielding, and sustainment 2. Demonstrated ability to lead authoritative scientific reviews and evaluations to develop, promote, and apply artificial intelligence technologies and the principles of data science. 3. Demonstrated ability to evaluate technical approaches and requirements documents regarding artificial intelligence and data science for major engineering efforts.",False,[],[],[],[],[],,low_similarity_no_inference,section9_not_llm_validated,not_validated,,False,0,0,,True,False,Unspecified,Senior
Statistician,Data Scientist,data scientist,Office of Management and Budget,United States,"Washington, District of Columbia",Unspecified,Senior,USAJobs,122000.0,187000.0,154500.0,USD,,"MINIMUM QUALIFICATION REQUIREMENTS: All applicants must meet the qualification requirements outlined below to be considered minimally qualified for this position. The qualification requirements are in accordance with the OPM Qualification Standards. ALL QUALIFICATIONS MUST BE MET BY THE CLOSING DATE OF THIS ANNOUNCEMENT. BASIC REQUIREMENTS: In order to qualify for the Statistics Series, 1530 applicants must meet the basic requirements and the minimum qualification requirements. Applicants must meet one of the criteria listed below: Degree: that included 15 semester hours in statistics (or in mathematics and statistics, provided at least 6 semester hours were in statistics), and 9 additional semester hours in one or more of the following: physical or biological sciences, medicine, education, or engineering; or in the social sciences including demography, history, economics, social welfare, geography, international relations, social or cultural anthropology, health sociology, political science, public administration, psychology, etc. Credit toward meeting statistical course requirements should be given for courses in which 50 percent of the course content appears to be statistical methods, e.g., courses that included studies in research methods in psychology or economics such as tests and measurements or business cycles, or courses in methods of processing mass statistical data such as tabulating methods or electronic data processing. -OR- Combination of education and experience: courses as shown in A above, plus appropriate experience or additional education. The experience should have included a full range of professional statistical work such as (a) sampling, (b) collecting, computing, and analyzing statistical data, and (c) applying statistical techniques such as measurement of central tendency, dispersion, skewness, sampling error, simple and multiple correlation, analysis of variance, and tests of significance. -And- Specialized Experience Requirements: You may qualify at the GS-13 level, if you meet the following minimum qualification requirement: One year of specialized experience equivalent to the GS-12 grade level in the Federal service or equivalent experience in the public/private sector that demonstrates: 1) Application of statistical methods and techniques used in the data collection, analysis, interpretation, or protection of quantitative data; 2) Experience with the use of Federal statistics; 3) Experience working on several projects simultaneously; 4) Demonstrated ability to communicate technical information, such as conclusions and recommendations; AND 5) Experience leading groups. You may qualify at the GS-14 level, if you meet the following minimum qualification requirement: One year of specialized experience equivalent to the GS-13 grade level in the Federal service or equivalent experience in the public/private sector that demonstrates: 1) Application of complex statistical methods and techniques used in the data collection, analysis, interpretation, or protection of quantitative data; 2) Experience with the use of Federal statistics; 3) Experience in a fast-paced environment working on several projects simultaneously with limited supervisory guidance;4) Demonstrated ability to communicate complex technical information, such as conclusions and recommendations, to senior managers and/or policy officials; AND 5) Experience leading groups and demonstrated ability to work independently. Experience refers to paid and unpaid experience, including volunteer work done through National Service program (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience.",False,[],"['python', 'azure', 'r']","['python', 'r']",['azure'],"['python', 'r']","python, r",knn_inference,llm_validated_with_rescue,ok,0.6666666666666666,True,2,0,,True,False,Unspecified,Senior
AI Standards Architect,AI Engineer,artificial intelligence engineer,National Institute of Standards and Technology,United States,Multiple Locations,Unspecified,Mid-level,USAJobs,85000.0,187000.0,136000.0,USD,,"All applicants must submit a resume NOT TO EXCEED two pages on standard-size paper. If the resume exceeds two pages, only the first two pages will be reviewed for qualifications or assessment determinations. Basic Requirements: A. Bachelor's degree in computer science. OR B. Bachelor's degree with 30 semester hours in a combination of mathematics, statistics, and computer science. At least 15 of the 30 semester hours must have included any combination of statistics and mathematics that included differential and integral calculus. All academic degrees and course work must be from accredited or pre-accredited institutions. ZP-1550-III: In addition to the basic requirements, applicants must have one year (52 weeks) of specialized experience equivalent to at least the GS-9 level (ZP-II at NIST). Specialized experience is defined as demonstrating technical understanding of Artificial Intelligence (AI) generative models and Machine Learning (ML) algorithms; carrying out technical evaluations or research on AI models; working with protocols, APIs, or multi-agent AI frameworks; drafting technical reports, documentation, of manuscripts; collaborating and coordinating on AI-related projects with technical working groups. OR 3 years of progressively higher level graduate education leading to a Ph.D. degree or Ph.D. or equivalent doctoral degree OR Combination of education and experience. ZP-1550-IV: In addition to the above requirements, applicants must have one year (52 weeks) of specialized experience equivalent to at least the GS-12 level (ZP-III at NIST). Specialized experience is defined as demonstrating advanced technical understanding of Artificial Intelligence (AI) generative models and Machine Learning (ML) algorithms; planning and designing technical evaluations or research on AI models; contributing to the development and maintenance of software, protocols, APIs, or multi-agent AI frameworks; leading drafting of technical reports, documentation, or manuscripts; and leading AI-related projects with technical working groups. Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience. The qualification requirements in this vacancy announcement are based on the U.S. Office of Personnel Management (OPM) Qualification Standards Handbook. If requesting reconsideration of your qualification determination, please refer to the following site: Applicant Reconsideration",False,[],"['aws', 'azure', 'langchain', 'pytorch', 'rag']","['aws', 'langchain', 'pytorch']","['azure', 'rag']","['aws', 'langchain', 'pytorch', 'rag']","aws, langchain, pytorch, rag",knn_inference,llm_validated_with_rescue,ok,0.6,True,4,0,,True,False,Unspecified,Mid-level
